id,weather,temp,pressure,humidity,wind
628,Sunny,100,218,0.6636338842129675,29
629,Cloudy,0,977,0.9017883476488092,46
630,Cloudy,0,704,0.1411200080598672,3
631,Sunny,100,465,0.9999902065507035,11
632,Cloudy,0,620,0.5290826861200238,34
633,Cloudy,0,575,0.404037645323065,31
634,Sunny,100,456,0.7568024953079282,4
635,Cloudy,0,586,0.27941549819892586,6
636,Sunny,100,439,0.008851309290403876,22
637,Cloudy,0,883,0.9165215479156338,42
638,Sunny,100,468,0.9017883476488092,46
639,Sunny,100,233,0.7682546613236668,48
640,Cloudy,0,988,0.6502878401571169,15
641,Sunny,100,414,0.14987720966295234,19
642,Sunny,100,261,0.9129452507276277,20
643,Sunny,100,126,0.7682546613236668,48
644,Sunny,100,423,0.27090578830786904,28
645,Cloudy,0,553,0.14987720966295234,19
646,Sunny,100,118,0.8414709848078965,1
647,Sunny,100,441,0.008851309290403876,22
648,Cloudy,0,847,0.9537526527594719,49
649,Cloudy,0,768,0.8414709848078965,1
650,Cloudy,0,870,0.8317747426285983,43
651,Sunny,100,396,0.9129452507276277,20
652,Cloudy,0,986,0.1411200080598672,3
653,Sunny,100,382,0.8414709848078965,1
654,Sunny,100,279,0.5365729180004349,12
655,Sunny,100,149,0.8462204041751706,23
656,Sunny,100,470,0.9092974268256817,2
657,Sunny,100,370,0.9589242746631385,5
658,Cloudy,0,565,0.8414709848078965,1
659,Sunny,100,149,0.5440211108893699,10
660,Cloudy,0,635,0.9165215479156338,42
661,Cloudy,0,571,0.9613974918795568,17
662,Sunny,100,456,0.4201670368266409,13
663,Cloudy,0,525,0.750987246771676,18
664,Cloudy,0,698,0.6569865987187891,7
665,Cloudy,0,806,0.8317747426285983,43
666,Sunny,100,478,0.5365729180004349,12
667,Sunny,100,64,0.6435381333569994,37
668,Cloudy,0,584,0.27941549819892586,6
669,Cloudy,0,683,0.7682546613236668,48
670,Sunny,100,140,0.4121184852417566,9
671,Sunny,100,337,0.123573122745224,47
672,Sunny,100,290,0.9017883476488092,46
673,Cloudy,0,619,0.9589242746631385,5
674,Sunny,100,283,0.2963685787093853,38
675,Sunny,100,359,0.14987720966295234,19
676,Cloudy,0,718,0.7682546613236668,48
677,Sunny,100,390,0.836655638536056,21
678,Cloudy,0,662,0.27090578830786904,28
679,Sunny,100,138,0.158622668804709,41
680,Cloudy,0,792,0.9055783620066239,24
681,Cloudy,0,602,0.5440211108893699,10
682,Sunny,100,374,0.9880316240928618,30
683,Cloudy,0,595,0.9589242746631385,5
684,Cloudy,0,663,0.9092974268256817,2
685,Cloudy,0,635,0.8462204041751706,23
686,Sunny,100,162,0.9917788534431158,36
687,Sunny,100,319,0.8509035245341184,45
688,Sunny,100,404,0.1411200080598672,3
689,Sunny,100,45,0.956375928404503,27
690,Sunny,100,165,0.158622668804709,41
691,Cloudy,0,921,0.9999118601072672,33
692,Cloudy,0,860,0.9165215479156338,42
693,Sunny,100,464,0.5440211108893699,10
694,Cloudy,0,975,0.6502878401571169,15
695,Cloudy,0,839,0.6569865987187891,7
696,Cloudy,0,585,0.9165215479156338,42
697,Sunny,100,467,0.008851309290403876,22
698,Cloudy,0,985,0.9893582466233818,8
699,Cloudy,0,974,0.9999118601072672,33
700,Cloudy,0,907,0.4201670368266409,13
701,Cloudy,0,860,0.7682546613236668,48
702,Cloudy,0,575,0.9165215479156338,42
703,Sunny,100,8,0.7682546613236668,48
704,Sunny,100,307,0.9999902065507035,11
705,Sunny,100,458,0.9637953862840878,39
706,Cloudy,0,983,0.4121184852417566,9
707,Sunny,100,404,0.9999118601072672,33
708,Sunny,100,253,0.8317747426285983,43
709,Cloudy,0,708,0.2879033166650653,16
710,Sunny,100,215,0.6502878401571169,15
711,Cloudy,0,590,0.9165215479156338,42
712,Cloudy,0,601,0.0,0
713,Cloudy,0,552,0.7568024953079282,4
714,Sunny,100,58,0.836655638536056,21
715,Cloudy,0,828,0.7625584504796028,26
716,Cloudy,0,882,0.1411200080598672,3
717,Sunny,100,214,0.7451131604793488,40
718,Cloudy,0,831,0.9999118601072672,33
719,Cloudy,0,938,0.428182669496151,35
720,Cloudy,0,824,0.6435381333569994,37
721,Sunny,100,16,0.836655638536056,21
722,Cloudy,0,557,0.158622668804709,41
723,Cloudy,0,721,0.8414709848078965,1
724,Sunny,100,120,0.9613974918795568,17
725,Cloudy,0,862,0.8509035245341184,45
726,Sunny,100,45,0.404037645323065,31
727,Cloudy,0,896,0.5290826861200238,34
728,Sunny,100,3,0.9092974268256817,2
729,Sunny,100,280,0.9165215479156338,42
730,Sunny,100,124,0.7625584504796028,26
731,Sunny,100,233,0.14987720966295234,19
732,Sunny,100,288,0.5365729180004349,12
733,Sunny,100,167,0.017701925105413577,44
734,Sunny,100,309,0.1411200080598672,3
735,Cloudy,0,891,0.404037645323065,31
736,Cloudy,0,565,0.4121184852417566,9
737,Sunny,100,339,0.158622668804709,41
738,Cloudy,0,517,0.9129452507276277,20
739,Sunny,100,115,0.9092974268256817,2
740,Sunny,100,79,0.8509035245341184,45
741,Cloudy,0,998,0.9537526527594719,49
742,Cloudy,0,872,0.8509035245341184,45
743,Sunny,100,454,0.9613974918795568,17
744,Sunny,100,10,0.8414709848078965,1
745,Sunny,100,282,0.6569865987187891,7
746,Sunny,100,212,0.7682546613236668,48
747,Sunny,100,279,0.27090578830786904,28
748,Sunny,100,420,0.7568024953079282,4
749,Sunny,100,10,0.9129452507276277,20
750,Cloudy,0,807,0.9129452507276277,20
751,Cloudy,0,905,0.9999902065507035,11
752,Sunny,100,166,0.9589242746631385,5
753,Sunny,100,66,0.9165215479156338,42
754,Sunny,100,202,0.9165215479156338,42
755,Cloudy,0,684,0.4201670368266409,13
756,Cloudy,0,564,0.6569865987187891,7
757,Cloudy,0,872,0.9893582466233818,8
758,Cloudy,0,540,0.8462204041751706,23
759,Sunny,100,423,0.8317747426285983,43
760,Sunny,100,492,0.9637953862840878,39
761,Sunny,100,215,0.836655638536056,21
762,Cloudy,0,523,0.9637953862840878,39
763,Sunny,100,437,0.5440211108893699,10
764,Cloudy,0,754,0.6435381333569994,37
765,Sunny,100,165,0.9999118601072672,33
766,Cloudy,0,766,0.5440211108893699,10
767,Sunny,100,96,0.9999902065507035,11
768,Cloudy,0,910,0.9999902065507035,11
769,Sunny,100,292,0.2879033166650653,16
770,Cloudy,0,725,0.9017883476488092,46
771,Cloudy,0,980,0.9999902065507035,11
772,Cloudy,0,729,0.5514266812416906,32
773,Cloudy,0,995,0.9165215479156338,42
774,Sunny,100,152,0.9999902065507035,11
775,Cloudy,0,574,0.4201670368266409,13
776,Sunny,100,359,0.9017883476488092,46
777,Cloudy,0,677,0.8509035245341184,45
778,Sunny,100,20,0.6636338842129675,29
779,Cloudy,0,905,0.956375928404503,27
780,Sunny,100,232,0.5514266812416906,32
781,Sunny,100,244,0.6569865987187891,7
782,Sunny,100,4,0.0,0
783,Cloudy,0,733,0.4121184852417566,9
784,Cloudy,0,619,0.9537526527594719,49
785,Cloudy,0,708,0.750987246771676,18
786,Sunny,100,231,0.2879033166650653,16
787,Sunny,100,333,0.8462204041751706,23
788,Cloudy,0,566,0.9589242746631385,5
789,Cloudy,0,803,0.14987720966295234,19
790,Sunny,100,362,0.8317747426285983,43
791,Cloudy,0,800,0.14987720966295234,19
792,Sunny,100,313,0.7568024953079282,4
793,Cloudy,0,548,0.158622668804709,41
794,Sunny,100,6,0.9999118601072672,33
795,Sunny,100,132,0.9999118601072672,33
796,Sunny,100,30,0.7451131604793488,40
797,Cloudy,0,547,0.9906073556948704,14
798,Cloudy,0,799,0.428182669496151,35
799,Cloudy,0,590,0.6502878401571169,15
800,Cloudy,0,571,0.7451131604793488,40
801,Sunny,100,70,0.9589242746631385,5
802,Sunny,100,249,0.8317747426285983,43
803,Cloudy,0,535,0.9906073556948704,14
804,Sunny,100,393,0.9637953862840878,39
805,Cloudy,0,586,0.8317747426285983,43
806,Sunny,100,278,0.6435381333569994,37
807,Cloudy,0,779,0.9999118601072672,33
808,Sunny,100,266,0.7682546613236668,48
809,Sunny,100,103,0.8509035245341184,45
810,Cloudy,0,800,0.6636338842129675,29
811,Sunny,100,385,0.4201670368266409,13
812,Cloudy,0,933,0.8317747426285983,43
813,Cloudy,0,680,0.7682546613236668,48
814,Cloudy,0,582,0.9055783620066239,24
815,Sunny,100,95,0.8509035245341184,45
816,Cloudy,0,720,0.8414709848078965,1
817,Sunny,100,440,0.8317747426285983,43
818,Cloudy,0,510,0.1411200080598672,3
819,Cloudy,0,879,0.9999118601072672,33
820,Cloudy,0,579,0.9017883476488092,46
821,Sunny,100,31,0.017701925105413577,44
822,Cloudy,0,596,0.8317747426285983,43
823,Sunny,100,384,0.2963685787093853,38
824,Sunny,100,466,0.017701925105413577,44
825,Cloudy,0,743,0.956375928404503,27
826,Cloudy,0,837,0.9055783620066239,24
827,Sunny,100,105,0.6569865987187891,7
828,Cloudy,0,727,0.7625584504796028,26
829,Sunny,100,411,0.9880316240928618,30
830,Sunny,100,401,0.6636338842129675,29
831,Cloudy,0,559,0.0,0
832,Sunny,100,452,0.123573122745224,47
833,Cloudy,0,768,0.6502878401571169,15
834,Sunny,100,308,0.9537526527594719,49
835,Cloudy,0,898,0.0,0
836,Cloudy,0,889,0.6502878401571169,15
837,Cloudy,0,782,0.5365729180004349,12
838,Cloudy,0,585,0.9055783620066239,24
839,Cloudy,0,647,0.2963685787093853,38
840,Sunny,100,130,0.8317747426285983,43
841,Sunny,100,428,0.008851309290403876,22
842,Cloudy,0,646,0.9906073556948704,14
843,Cloudy,0,514,0.1411200080598672,3
844,Cloudy,0,546,0.5514266812416906,32
845,Sunny,100,296,0.008851309290403876,22
846,Cloudy,0,906,0.9880316240928618,30
847,Cloudy,0,549,0.9017883476488092,46
848,Cloudy,0,900,0.008851309290403876,22
849,Cloudy,0,812,0.5514266812416906,32
850,Sunny,100,124,0.9893582466233818,8
851,Sunny,100,496,0.9880316240928618,30
852,Sunny,100,187,0.9092974268256817,2
853,Sunny,100,296,0.5290826861200238,34
854,Cloudy,0,763,0.8462204041751706,23
855,Cloudy,0,533,0.2963685787093853,38
856,Cloudy,0,679,0.9906073556948704,14
857,Cloudy,0,543,0.404037645323065,31
858,Sunny,100,437,0.404037645323065,31
859,Sunny,100,314,0.428182669496151,35
860,Cloudy,0,676,0.9880316240928618,30
861,Sunny,100,363,0.8462204041751706,23
862,Cloudy,0,522,0.9999118601072672,33
863,Sunny,100,220,0.2879033166650653,16
864,Sunny,100,11,0.4121184852417566,9
865,Cloudy,0,570,0.4201670368266409,13
866,Sunny,100,347,0.14987720966295234,19
867,Sunny,100,293,0.9017883476488092,46
868,Sunny,100,248,0.0,0
869,Cloudy,0,894,0.9129452507276277,20
870,Sunny,100,255,0.9055783620066239,24
871,Cloudy,0,881,0.27090578830786904,28
872,Cloudy,0,505,0.6502878401571169,15
873,Sunny,100,291,0.750987246771676,18
874,Cloudy,0,766,0.428182669496151,35
875,Sunny,100,430,0.750987246771676,18
876,Sunny,100,65,0.5440211108893699,10
877,Sunny,100,436,0.158622668804709,41
878,Cloudy,0,908,0.4121184852417566,9
879,Sunny,100,300,0.9017883476488092,46
880,Sunny,100,267,0.836655638536056,21
881,Cloudy,0,822,0.6502878401571169,15
882,Cloudy,0,849,0.4121184852417566,9
883,Sunny,100,98,0.8414709848078965,1
884,Cloudy,0,828,0.2879033166650653,16
885,Sunny,100,361,0.2879033166650653,16
886,Cloudy,0,533,0.2963685787093853,38
887,Cloudy,0,575,0.8317747426285983,43
888,Cloudy,0,553,0.428182669496151,35
889,Cloudy,0,580,0.9092974268256817,2
890,Sunny,100,381,0.017701925105413577,44
891,Cloudy,0,662,0.956375928404503,27
892,Cloudy,0,971,0.9893582466233818,8
893,Cloudy,0,806,0.5290826861200238,34
894,Cloudy,0,655,0.27090578830786904,28
895,Sunny,100,203,0.9537526527594719,49
896,Sunny,100,26,0.017701925105413577,44
897,Cloudy,0,940,0.4201670368266409,13
898,Sunny,100,8,0.9537526527594719,49
899,Sunny,100,408,0.6435381333569994,37
900,Cloudy,0,756,0.9017883476488092,46
901,Cloudy,0,877,0.1411200080598672,3
902,Sunny,100,92,0.158622668804709,41
903,Cloudy,0,580,0.7682546613236668,48
904,Cloudy,0,739,0.9165215479156338,42
905,Sunny,100,325,0.2879033166650653,16
906,Cloudy,0,739,0.14987720966295234,19
907,Sunny,100,464,0.1411200080598672,3
908,Sunny,100,199,0.836655638536056,21
909,Sunny,100,361,0.9055783620066239,24
910,Cloudy,0,858,0.9165215479156338,42
911,Cloudy,0,513,0.404037645323065,31
912,Cloudy,0,815,0.8414709848078965,1
913,Cloudy,0,547,0.0,0
914,Sunny,100,68,0.9165215479156338,42
915,Cloudy,0,765,0.6569865987187891,7
916,Sunny,100,294,0.1411200080598672,3
917,Sunny,100,119,0.008851309290403876,22
918,Sunny,100,104,0.13235175009777303,25
919,Cloudy,0,869,0.9589242746631385,5
920,Sunny,100,69,0.2963685787093853,38
921,Sunny,100,71,0.2879033166650653,16
922,Sunny,100,312,0.956375928404503,27
923,Cloudy,0,613,0.9893582466233818,8
924,Sunny,100,158,0.7625584504796028,26
925,Sunny,100,376,0.956375928404503,27
926,Cloudy,0,551,0.5365729180004349,12
927,Sunny,100,48,0.9589242746631385,5
928,Sunny,100,313,0.2879033166650653,16
929,Cloudy,0,556,0.123573122745224,47
930,Sunny,100,246,0.27941549819892586,6
931,Cloudy,0,632,0.7682546613236668,48
932,Sunny,100,455,0.9999902065507035,11
933,Cloudy,0,506,0.5440211108893699,10
934,Cloudy,0,580,0.14987720966295234,19
935,Sunny,100,150,0.9055783620066239,24
936,Sunny,100,179,0.9893582466233818,8
937,Cloudy,0,501,0.9893582466233818,8
938,Cloudy,0,866,0.2963685787093853,38
939,Sunny,100,210,0.1411200080598672,3
940,Cloudy,0,713,0.9055783620066239,24
941,Sunny,100,463,0.9999118601072672,33
942,Sunny,100,75,0.9999118601072672,33
943,Cloudy,0,878,0.017701925105413577,44
944,Cloudy,0,727,0.0,0
945,Sunny,100,13,0.9017883476488092,46
946,Sunny,100,397,0.5365729180004349,12
947,Sunny,100,488,0.8414709848078965,1
948,Cloudy,0,800,0.14987720966295234,19
949,Sunny,100,296,0.7568024953079282,4
950,Sunny,100,34,0.017701925105413577,44
951,Cloudy,0,952,0.9129452507276277,20
952,Sunny,100,109,0.9637953862840878,39
953,Cloudy,0,929,0.7682546613236668,48
954,Cloudy,0,936,0.7568024953079282,4
955,Cloudy,0,941,0.5365729180004349,12
956,Sunny,100,112,0.8317747426285983,43
957,Sunny,100,85,0.9613974918795568,17
958,Cloudy,0,879,0.9055783620066239,24
959,Cloudy,0,976,0.5514266812416906,32
960,Sunny,100,330,0.6502878401571169,15
961,Cloudy,0,831,0.6636338842129675,29
962,Cloudy,0,531,0.5514266812416906,32
963,Cloudy,0,564,0.9917788534431158,36
964,Cloudy,0,601,0.9055783620066239,24
965,Cloudy,0,941,0.6435381333569994,37
966,Sunny,100,8,0.5514266812416906,32
967,Cloudy,0,738,0.8414709848078965,1
968,Cloudy,0,538,0.5440211108893699,10
969,Cloudy,0,704,0.8317747426285983,43
970,Cloudy,0,522,0.8414709848078965,1
971,Sunny,100,374,0.8317747426285983,43
972,Cloudy,0,905,0.8509035245341184,45
973,Cloudy,0,949,0.6569865987187891,7
974,Sunny,100,311,0.9893582466233818,8
975,Sunny,100,399,0.7568024953079282,4
976,Cloudy,0,646,0.158622668804709,41
977,Sunny,100,241,0.9999118601072672,33
978,Cloudy,0,750,0.9880316240928618,30
979,Cloudy,0,606,0.4201670368266409,13
980,Cloudy,0,875,0.4121184852417566,9
981,Cloudy,0,960,0.9999902065507035,11
982,Cloudy,0,558,0.27941549819892586,6
983,Cloudy,0,921,0.9055783620066239,24
984,Sunny,100,292,0.9999118601072672,33
985,Cloudy,0,858,0.5365729180004349,12
986,Sunny,100,379,0.9880316240928618,30
987,Cloudy,0,551,0.750987246771676,18
988,Cloudy,0,853,0.8509035245341184,45
989,Cloudy,0,773,0.4201670368266409,13
990,Sunny,100,377,0.5440211108893699,10
991,Sunny,100,51,0.6636338842129675,29
992,Sunny,100,80,0.9999118601072672,33
993,Cloudy,0,576,0.8414709848078965,1
994,Sunny,100,327,0.428182669496151,35
995,Sunny,100,130,0.5290826861200238,34
996,Cloudy,0,934,0.1411200080598672,3
997,Cloudy,0,723,0.4121184852417566,9
998,Sunny,100,180,0.4201670368266409,13
999,Cloudy,0,676,0.5290826861200238,34
1000,Cloudy,0,674,0.7568024953079282,4
